State,District,Sowing_Season,Irrigation_Status,Recommended_Varieties
Karnataka,Kolar,Kharif,Limited Irrigation,CO 6; MM 9344; Him 123; Almora Sweet Corn
Karnataka,Kolar,Rabi,Irrigated,CO 6; P2848W
Karnataka,Kolar,Rabi,Rainfed,NAH-2049; DMRH-1308
Karnataka,Kolar,Rabi,Limited Irrigation,Deccan Hybrid; P2848W; Him 123; PHB 30B50
Karnataka,Kolar,Summer,Irrigated,NAH-2049; Hi-Starch
Karnataka,Kolar,Summer,Rainfed,NAH-2049; P2848W; Vijay; HM-10
Karnataka,Kolar,Summer,Limited Irrigation,Deccan Hybrid; Hi-Starch; Prakash; DK-701
Karnataka,Kolar,Early Kharif,Irrigated,MM 9344; Pusa Extra Early Hybrid Makka-5; HQPM-7; Amber Popcorn
Karnataka,Kolar,Early Kharif,Rainfed,MM 9344; Prakash
Karnataka,Kolar,Early Kharif,Limited Irrigation,CO 6; Prakash; Prakash
Karnataka,Kolar,Main Kharif,Irrigated,MM 9344; Pusa Vivek QPM9 Improved; P2848W
Karnataka,Kolar,Main Kharif,Rainfed,CO 6; Him 128
Karnataka,Kolar,Main Kharif,Limited Irrigation,Deccan Hybrid; Paravati; Prakash
Karnataka,Kolar,Late Kharif,Irrigated,MM 9344; PMH-3; CO 6
Karnataka,Kolar,Late Kharif,Rainfed,MM 9344; PMH-3; Diyara Composite
Karnataka,Kolar,Late Kharif,Limited Irrigation,Deccan Hybrid; PMH-3
Karnataka,Kolar,Early Rabi,Irrigated,NAH-2049; P2809W; DMRH-1308; Himalayan 123
Karnataka,Kolar,Early Rabi,Rainfed,MM 9344; Aadarsh 3636; Aadarsh 3636
Karnataka,Kolar,Early Rabi,Limited Irrigation,NAH-2049; CT 1188
Karnataka,Kolar,Main Rabi,Irrigated,NAH-2049; Naveen Composite
Karnataka,Kolar,Main Rabi,Rainfed,Deccan Hybrid; PR 132; Vijay; Rattan
Karnataka,Kolar,Main Rabi,Limited Irrigation,CO 6; Pusa HM4 Improved; Malwa King; Raakhi 1899
Karnataka,Kolar,Late Rabi,Irrigated,MM 9344; Kaushal 3339
Karnataka,Kolar,Late Rabi,Rainfed,NAH-2049; CT 7722
Karnataka,Kolar,Late Rabi,Limited Irrigation,CO 6; Raakhi 1899; Him 123
Karnataka,Raichur,Kharif,Irrigated,Deccan Hybrid; CO 6; P2848W
Karnataka,Raichur,Kharif,Rainfed,CO 6; DMRH-1301; Vijay
Karnataka,Raichur,Kharif,Limited Irrigation,Deccan Hybrid; MM 9344; Prakash; LQMH-1
Karnataka,Raichur,Rabi,Irrigated,MM 9344; Kaushal 3339; DMRH-1308; PMH 17
Karnataka,Raichur,Rabi,Rainfed,MM 9344; Kaushal 3339
Karnataka,Raichur,Rabi,Limited Irrigation,NAH-2049; CT 7722; Malwa King; Amber Popcorn
Karnataka,Raichur,Summer,Irrigated,CO 6; P2848W; P2848W; Diyara Composite
Karnataka,Raichur,Summer,Rainfed,CO 6; P2848W; Aadarsh 3636; Rattan
Karnataka,Raichur,Summer,Limited Irrigation,NAH-2049; Sugar 75
Karnataka,Raichur,Early Kharif,Irrigated,NAH-2049; Pusa Extra Early Hybrid Makka-5; CO 6; HM-10
Karnataka,Raichur,Early Kharif,Rainfed,Deccan Hybrid; DHM 115; Diyara Composite; DHM 115
Karnataka,Raichur,Early Kharif,Limited Irrigation,NAH-2049; DHM 115; DMRH-1305; Amber Popcorn
Karnataka,Raichur,Main Kharif,Irrigated,Deccan Hybrid; Aadarsh 3636
Karnataka,Raichur,Main Kharif,Rainfed,NAH-2049; Shaktiman-3
Karnataka,Raichur,Main Kharif,Limited Irrigation,CO 6; Ganga-7
Karnataka,Raichur,Late Kharif,Irrigated,Deccan Hybrid; PMH-3; HQPM-7
Karnataka,Raichur,Late Kharif,Rainfed,NAH-2049; Late varieties; Vijay; VL 42
Karnataka,Raichur,Late Kharif,Limited Irrigation,CO 6; NMH-731; Prakash; KH 5991
Karnataka,Raichur,Early Rabi,Irrigated,Deccan Hybrid; P2809W; P2848W; KMH-218 Plus
Karnataka,Raichur,Early Rabi,Rainfed,Deccan Hybrid; CT 1188; Diyara Composite; HQPM-28
Karnataka,Raichur,Early Rabi,Limited Irrigation,MM 9344; CT 1188; Him 123; Kanchan
Karnataka,Raichur,Main Rabi,Irrigated,CO 6; HM-12
Karnataka,Raichur,Main Rabi,Rainfed,CO 6; CT 1188; Diyara Composite
Karnataka,Raichur,Main Rabi,Limited Irrigation,NAH-2049; Ganga-4; Prakash; Almora Sweet Corn
Karnataka,Raichur,Late Rabi,Irrigated,Deccan Hybrid; CT 7722; HQPM-7
Karnataka,Raichur,Late Rabi,Rainfed,CO 6; Kaushal 3339; Vijay
Karnataka,Raichur,Late Rabi,Limited Irrigation,MM 9344; Kaushal 3339
Karnataka,Koppal,Kharif,Irrigated,NAH-2049; CO 6
Karnataka,Koppal,Kharif,Rainfed,MM 9344; Bisco 855
Karnataka,Koppal,Kharif,Limited Irrigation,MM 9344; Bisco 855; DMRH-1305
Karnataka,Koppal,Rabi,Irrigated,Deccan Hybrid; DMRH-1308
Karnataka,Koppal,Rabi,Rainfed,MM 9344; CT 7722; Vijay
Karnataka,Koppal,Rabi,Limited Irrigation,NAH-2049; CT 7722
Karnataka,Koppal,Summer,Irrigated,Deccan Hybrid; P2848W; P2848W
Karnataka,Koppal,Summer,Rainfed,MM 9344; Hi-Starch; Vijay; Aadarsh 3636
Karnataka,Koppal,Summer,Limited Irrigation,NAH-2049; Hi-Starch
Karnataka,Koppal,Early Kharif,Irrigated,MM 9344; Prakash; DMRH-1308; COH(M) 8
Karnataka,Koppal,Early Kharif,Rainfed,NAH-2049; Pusa Extra Early Hybrid Makka-5
Karnataka,Koppal,Early Kharif,Limited Irrigation,CO 6; Early Composite; Prakash; Raakhi 1899
Karnataka,Koppal,Main Kharif,Irrigated,NAH-2049; PEH-1
Karnataka,Koppal,Main Kharif,Rainfed,MM 9344; Aadarsh 3636; Diyara Composite; Raakhi 1899
Karnataka,Koppal,Main Kharif,Limited Irrigation,NAH-2049; DMRH-1305; Malwa King
Karnataka,Koppal,Late Kharif,Irrigated,Deccan Hybrid; Late varieties; CO 6
Karnataka,Koppal,Late Kharif,Rainfed,CO 6; Late varieties; Vijay
Karnataka,Koppal,Late Kharif,Limited Irrigation,MM 9344; NMH-731; DMRH-1305; VL 42
Karnataka,Koppal,Early Rabi,Irrigated,Deccan Hybrid; P2809W
Karnataka,Koppal,Early Rabi,Rainfed,MM 9344; P2809W
Karnataka,Koppal,Early Rabi,Limited Irrigation,MM 9344; Aadarsh 3636; Malwa King
Karnataka,Koppal,Main Rabi,Irrigated,NAH-2049; Malwa King; CO 6; Sugar 75
Karnataka,Koppal,Main Rabi,Rainfed,NAH-2049; Ganga-4; Diyara Composite; CP 988
Karnataka,Koppal,Main Rabi,Limited Irrigation,NAH-2049; Naveen Composite; Him 123; Amber Popcorn
Karnataka,Koppal,Late Rabi,Irrigated,NAH-2049; Kaushal 3339
Karnataka,Koppal,Late Rabi,Rainfed,CO 6; Raakhi 1899; Aadarsh 3636
Karnataka,Koppal,Late Rabi,Limited Irrigation,NAH-2049; CT 7722; Malwa King
Karnataka,Gadag,Kharif,Irrigated,NAH-2049; CO 6; P2848W; Pusa Vivek QPM9 Improved
Karnataka,Gadag,Kharif,Rainfed,Deccan Hybrid; MM 9344
Karnataka,Gadag,Kharif,Limited Irrigation,MM 9344; CO 6; DMRH-1305
Karnataka,Gadag,Rabi,Irrigated,Deccan Hybrid; Kaushal 3339; HQPM-7; DK-701
Karnataka,Gadag,Rabi,Rainfed,CO 6; Kaushal 3339
Karnataka,Gadag,Rabi,Limited Irrigation,NAH-2049; P2848W
Karnataka,Gadag,Summer,Irrigated,CO 6; P2809W
Karnataka,Gadag,Summer,Rainfed,MM 9344; Sugar 75; Amber; Sartaj
Karnataka,Gadag,Summer,Limited Irrigation,Deccan Hybrid; P2809W; DMRH-1305
Karnataka,Gadag,Early Kharif,Irrigated,CO 6; Pusa Extra Early Hybrid Makka-5; HQPM-7; KMH-3426
Karnataka,Gadag,Early Kharif,Rainfed,MM 9344; DHM 115
Karnataka,Gadag,Early Kharif,Limited Irrigation,Deccan Hybrid; Early Composite; Malwa King; KMH-3426
Karnataka,Gadag,Main Kharif,Irrigated,MM 9344; CP 988; HQPM-7
Karnataka,Gadag,Main Kharif,Rainfed,Deccan Hybrid; Gujarat Anand White Maize Hybrid-2; Diyara Composite; Kanchan
Karnataka,Gadag,Main Kharif,Limited Irrigation,NAH-2049; CP 988
Karnataka,Gadag,Late Kharif,Irrigated,NAH-2049; Late varieties; HQPM-7; HQPM-4
Karnataka,Gadag,Late Kharif,Rainfed,MM 9344; PMH-3
Karnataka,Gadag,Late Kharif,Limited Irrigation,Deccan Hybrid; NMH-731; DMRH-1305; Prakash
Karnataka,Gadag,Early Rabi,Irrigated,NAH-2049; CT 1188; HQPM-7
Karnataka,Gadag,Early Rabi,Rainfed,NAH-2049; Aadarsh 3636; Vijay
Karnataka,Gadag,Early Rabi,Limited Irrigation,CO 6; P2809W; Malwa King
Karnataka,Gadag,Main Rabi,Irrigated,NAH-2049; Shaktiman-4; DMRH-1308
Karnataka,Gadag,Main Rabi,Rainfed,CO 6; Shaktiman-1; Amber; Deccan Hybrid
Karnataka,Gadag,Main Rabi,Limited Irrigation,NAH-2049; CP 988; Him 123
Karnataka,Gadag,Late Rabi,Irrigated,CO 6; Kaushal 3339; DMRH-1308; P2848W
Karnataka,Gadag,Late Rabi,Rainfed,Deccan Hybrid; Raakhi 1899; Vijay; Vivek QPM 9
Karnataka,Gadag,Late Rabi,Limited Irrigation,CO 6; Raakhi 1899
Karnataka,Dharwad,Kharif,Irrigated,MM 9344; DMRH-1301; HQPM-7; Early Composite
Karnataka,Dharwad,Kharif,Rainfed,MM 9344; DMRH-1301; Aadarsh 3636; Raakhi 1899
Karnataka,Dharwad,Kharif,Limited Irrigation,MM 9344; DMRH-1301
Karnataka,Dharwad,Rabi,Irrigated,Deccan Hybrid; P2848W; P2848W; Ganga Safed-2
Karnataka,Dharwad,Rabi,Rainfed,Deccan Hybrid; DMRH-1308
Karnataka,Dharwad,Rabi,Limited Irrigation,Deccan Hybrid; DMRH-1308; Him 123
Karnataka,Dharwad,Summer,Irrigated,CO 6; P2848W
Karnataka,Dharwad,Summer,Rainfed,MM 9344; Sugar 75; Aadarsh 3636; Shaktiman-1
Karnataka,Dharwad,Summer,Limited Irrigation,CO 6; Hi-Starch; Malwa King
Karnataka,Dharwad,Early Kharif,Irrigated,CO 6; DHM 115
Karnataka,Dharwad,Early Kharif,Rainfed,NAH-2049; Pusa Extra Early Hybrid Makka-5
Karnataka,Dharwad,Early Kharif,Limited Irrigation,MM 9344; DHM 115; DMRH-1305; P2848W
Karnataka,Dharwad,Main Kharif,Irrigated,CO 6; Shaktiman-3; DMRH-1308
Karnataka,Dharwad,Main Kharif,Rainfed,MM 9344; Madhuri
Karnataka,Dharwad,Main Kharif,Limited Irrigation,Deccan Hybrid; DMRH-1305; Malwa King; Ganga Hybrid-1
Karnataka,Dharwad,Late Kharif,Irrigated,Deccan Hybrid; NMH-731; DMRH-1308; VL Baby corn 1
Karnataka,Dharwad,Late Kharif,Rainfed,CO 6; NMH-731; Amber
Karnataka,Dharwad,Late Kharif,Limited Irrigation,NAH-2049; Late varieties; Prakash; PFM-66
Karnataka,Dharwad,Early Rabi,Irrigated,CO 6; Aadarsh 3636
Karnataka,Dharwad,Early Rabi,Rainfed,Deccan Hybrid; Aadarsh 3636; Amber; PR 132
Karnataka,Dharwad,Early Rabi,Limited Irrigation,Deccan Hybrid; CT 1188; Him 123; CT 7722
Karnataka,Dharwad,Main Rabi,Irrigated,CO 6; VL Popcorn; P2848W; Pusa HM8 Improved
Karnataka,Dharwad,Main Rabi,Rainfed,MM 9344; Amber; Amber
Karnataka,Dharwad,Main Rabi,Limited Irrigation,CO 6; Early Composite
Karnataka,Dharwad,Late Rabi,Irrigated,MM 9344; Raakhi 1899; HQPM-7
Karnataka,Dharwad,Late Rabi,Rainfed,NAH-2049; Raakhi 1899; Vijay
Karnataka,Dharwad,Late Rabi,Limited Irrigation,CO 6; Kaushal 3339; Prakash
Karnataka,Uttara Kannada,Kharif,Irrigated,Deccan Hybrid; CO 6; HQPM-7
Karnataka,Uttara Kannada,Kharif,Rainfed,NAH-2049; DMRH-1301; Amber
Karnataka,Uttara Kannada,Kharif,Limited Irrigation,MM 9344; CO 6
Karnataka,Uttara Kannada,Rabi,Irrigated,CO 6; CT 7722; P2848W; Pusa Vivek QPM9 Improved
Karnataka,Uttara Kannada,Rabi,Rainfed,NAH-2049; CT 7722; Diyara Composite
Karnataka,Uttara Kannada,Rabi,Limited Irrigation,MM 9344; DMRH-1308; Him 123
Karnataka,Uttara Kannada,Summer,Irrigated,MM 9344; P2809W; HQPM-7
Karnataka,Uttara Kannada,Summer,Rainfed,MM 9344; Hi-Starch; Amber; PHB 30B50
Karnataka,Uttara Kannada,Summer,Limited Irrigation,MM 9344; P2848W
Karnataka,Uttara Kannada,Early Kharif,Irrigated,NAH-2049; Early Composite; CO 6
Karnataka,Uttara Kannada,Early Kharif,Rainfed,CO 6; Early Composite; Amber; CP 988
Karnataka,Uttara Kannada,Early Kharif,Limited Irrigation,MM 9344; DHM 115
Karnataka,Uttara Kannada,Main Kharif,Irrigated,Deccan Hybrid; HM-12; DMRH-1308; KMH-3426
Karnataka,Uttara Kannada,Main Kharif,Rainfed,CO 6; DK-701
Karnataka,Uttara Kannada,Main Kharif,Limited Irrigation,Deccan Hybrid; Shaktiman-3
Karnataka,Uttara Kannada,Late Kharif,Irrigated,NAH-2049; NMH-731
Karnataka,Uttara Kannada,Late Kharif,Rainfed,MM 9344; NMH-731; Vijay; CT 1188
Karnataka,Uttara Kannada,Late Kharif,Limited Irrigation,NAH-2049; Late varieties; Prakash; DMRH-1305
Karnataka,Uttara Kannada,Early Rabi,Irrigated,MM 9344; P2809W
Karnataka,Uttara Kannada,Early Rabi,Rainfed,CO 6; P2809W
Karnataka,Uttara Kannada,Early Rabi,Limited Irrigation,NAH-2049; CT 1188
Karnataka,Uttara Kannada,Main Rabi,Irrigated,NAH-2049; Pusa Vivek QPM9 Improved; CO 6
Karnataka,Uttara Kannada,Main Rabi,Rainfed,CO 6; Bisco X 5129; Diyara Composite
Karnataka,Uttara Kannada,Main Rabi,Limited Irrigation,Deccan Hybrid; Diyara Composite; Malwa King; Him 129
Karnataka,Uttara Kannada,Late Rabi,Irrigated,Deccan Hybrid; Raakhi 1899; DMRH-1308
Karnataka,Uttara Kannada,Late Rabi,Rainfed,MM 9344; Raakhi 1899; Diyara Composite; Diyara Composite
Karnataka,Uttara Kannada,Late Rabi,Limited Irrigation,CO 6; Kaushal 3339; Him 123; NMH-731
Karnataka,Dakshina Kannada,Kharif,Irrigated,NAH-2049; DMRH-1301; HQPM-7
Karnataka,Dakshina Kannada,Kharif,Rainfed,CO 6; Bisco 855; Vijay
Karnataka,Dakshina Kannada,Kharif,Limited Irrigation,MM 9344; MM 9344; Him 123
Karnataka,Dakshina Kannada,Rabi,Irrigated,Deccan Hybrid; CT 7722; DMRH-1308; African Tall
Karnataka,Dakshina Kannada,Rabi,Rainfed,Deccan Hybrid; CT 7722
Karnataka,Dakshina Kannada,Rabi,Limited Irrigation,NAH-2049; DMRH-1308; Prakash; Pusa Vivek QPM9 Improved
Karnataka,Dakshina Kannada,Summer,Irrigated,MM 9344; Sugar 75; HQPM-7
Karnataka,Dakshina Kannada,Summer,Rainfed,NAH-2049; P2848W; Vijay; NAH-2049
Karnataka,Dakshina Kannada,Summer,Limited Irrigation,MM 9344; P2848W
Karnataka,Dakshina Kannada,Early Kharif,Irrigated,Deccan Hybrid; Prakash; P2848W; Chandramani
Karnataka,Dakshina Kannada,Early Kharif,Rainfed,Deccan Hybrid; DHM 115; Vijay
Karnataka,Dakshina Kannada,Early Kharif,Limited Irrigation,MM 9344; Prakash
Karnataka,Dakshina Kannada,Main Kharif,Irrigated,Deccan Hybrid; HQPM-7
Karnataka,Dakshina Kannada,Main Kharif,Rainfed,MM 9344; Jawahar; Vijay; Paravati
Karnataka,Dakshina Kannada,Main Kharif,Limited Irrigation,Deccan Hybrid; LQMH-1; DMRH-1305
Karnataka,Dakshina Kannada,Late Kharif,Irrigated,CO 6; NMH-731; P2848W; Shaktiman-2
Karnataka,Dakshina Kannada,Late Kharif,Rainfed,Deccan Hybrid; NMH-731; Aadarsh 3636
Karnataka,Dakshina Kannada,Late Kharif,Limited Irrigation,Deccan Hybrid; PMH-3; Prakash
Karnataka,Dakshina Kannada,Early Rabi,Irrigated,MM 9344; Aadarsh 3636
Karnataka,Dakshina Kannada,Early Rabi,Rainfed,NAH-2049; P2809W; Aadarsh 3636; DK-701
Karnataka,Dakshina Kannada,Early Rabi,Limited Irrigation,NAH-2049; CT 1188; Prakash
Karnataka,Dakshina Kannada,Main Rabi,Irrigated,CO 6; Kishan; P2848W
Karnataka,Dakshina Kannada,Main Rabi,Rainfed,MM 9344; Pearl Popcorn; Diyara Composite
Karnataka,Dakshina Kannada,Main Rabi,Limited Irrigation,NAH-2049; Ganga-4
Karnataka,Dakshina Kannada,Late Rabi,Irrigated,CO 6; CT 7722; CO 6; DHM 115
Karnataka,Dakshina Kannada,Late Rabi,Rainfed,NAH-2049; Kaushal 3339; Amber
Karnataka,Dakshina Kannada,Late Rabi,Limited Irrigation,Deccan Hybrid; Raakhi 1899; Him 123; Vikram
Karnataka,Udupi,Kharif,Irrigated,Deccan Hybrid; Bisco 855; CO 6; Himalayan 123
Karnataka,Udupi,Kharif,Rainfed,CO 6; MM 9344
Karnataka,Udupi,Kharif,Limited Irrigation,MM 9344; DMRH-1301; Him 123; Rattan
Karnataka,Udupi,Rabi,Irrigated,MM 9344; DMRH-1308; P2848W; P2848W
Karnataka,Udupi,Rabi,Rainfed,Deccan Hybrid; DMRH-1308; Amber; Him 123
Karnataka,Udupi,Rabi,Limited Irrigation,Deccan Hybrid; P2848W; Prakash; Him 128
Karnataka,Udupi,Summer,Irrigated,NAH-2049; P2848W; HQPM-7
Karnataka,Udupi,Summer,Rainfed,CO 6; Hi-Starch; Vijay
Karnataka,Udupi,Summer,Limited Irrigation,Deccan Hybrid; P2809W; DMRH-1305
Karnataka,Udupi,Early Kharif,Irrigated,CO 6; Pusa Extra Early Hybrid Makka-5; P2848W
Karnataka,Udupi,Early Kharif,Rainfed,MM 9344; Early Composite; Vijay
Karnataka,Udupi,Early Kharif,Limited Irrigation,Deccan Hybrid; Prakash; Prakash
Karnataka,Udupi,Main Kharif,Irrigated,CO 6; VL Baby corn 1; HQPM-7; Maize Hybrid AH-58
Karnataka,Udupi,Main Kharif,Rainfed,MM 9344; HQPM-1; Amber; Pusa Bio fortified Maize Hybrid-4
Karnataka,Udupi,Main Kharif,Limited Irrigation,MM 9344; Pratap Hybrid Maize-1; Him 123
Karnataka,Udupi,Late Kharif,Irrigated,CO 6; PMH-3
Karnataka,Udupi,Late Kharif,Rainfed,CO 6; NMH-731; Diyara Composite; Sweet corn Hybrid VH-44
Karnataka,Udupi,Late Kharif,Limited Irrigation,Deccan Hybrid; Late varieties; DMRH-1305; DHM 115
Karnataka,Udupi,Early Rabi,Irrigated,Deccan Hybrid; CT 1188; CO 6
Karnataka,Udupi,Early Rabi,Rainfed,MM 9344; Aadarsh 3636; Vijay; LQMH-1
Karnataka,Udupi,Early Rabi,Limited Irrigation,CO 6; Aadarsh 3636; Prakash
Karnataka,Udupi,Main Rabi,Irrigated,NAH-2049; NAH-2049; DMRH-1308; DK-701
Karnataka,Udupi,Main Rabi,Rainfed,CO 6; Pusa HM-9 Improved
Karnataka,Udupi,Main Rabi,Limited Irrigation,MM 9344; Gujarat Makai-6; Him 123
Karnataka,Udupi,Late Rabi,Irrigated,CO 6; CT 7722; HQPM-7; Pusa Bio fortified Maize Hybrid-4
Karnataka,Udupi,Late Rabi,Rainfed,CO 6; CT 7722; Aadarsh 3636; DK-701
Karnataka,Udupi,Late Rabi,Limited Irrigation,MM 9344; Kaushal 3339; DMRH-1305; DMRH-1308
Karnataka,Chikkamagaluru,Kharif,Irrigated,MM 9344; Bisco 855; CO 6
Karnataka,Chikkamagaluru,Kharif,Rainfed,MM 9344; CO 6; Vijay
Karnataka,Chikkamagaluru,Kharif,Limited Irrigation,NAH-2049; DMRH-1301; Prakash; Deccan Hybrid
Karnataka,Chikkamagaluru,Rabi,Irrigated,CO 6; P2848W
Karnataka,Chikkamagaluru,Rabi,Rainfed,Deccan Hybrid; DMRH-1308; Diyara Composite; PHB 30B50
Karnataka,Chikkamagaluru,Rabi,Limited Irrigation,Deccan Hybrid; P2848W; DMRH-1305; Amber
Karnataka,Chikkamagaluru,Summer,Irrigated,CO 6; Hi-Starch; DMRH-1308
Karnataka,Chikkamagaluru,Summer,Rainfed,Deccan Hybrid; Sugar 75; Vijay
Karnataka,Chikkamagaluru,Summer,Limited Irrigation,NAH-2049; Sugar 75
Karnataka,Chikkamagaluru,Early Kharif,Irrigated,CO 6; DHM 115
Karnataka,Chikkamagaluru,Early Kharif,Rainfed,NAH-2049; DHM 115
Karnataka,Chikkamagaluru,Early Kharif,Limited Irrigation,NAH-2049; Prakash; DMRH-1305
Karnataka,Chikkamagaluru,Main Kharif,Irrigated,CO 6; PR 132; HQPM-7
Karnataka,Chikkamagaluru,Main Kharif,Rainfed,NAH-2049; Almora Sweet Corn
Karnataka,Chikkamagaluru,Main Kharif,Limited Irrigation,MM 9344; Rajendra Makka-1
Karnataka,Chikkamagaluru,Late Kharif,Irrigated,NAH-2049; Late varieties; CO 6
Karnataka,Chikkamagaluru,Late Kharif,Rainfed,Deccan Hybrid; PMH-3; Diyara Composite
Karnataka,Chikkamagaluru,Late Kharif,Limited Irrigation,NAH-2049; Late varieties; Malwa King; Kaushal 3339
Karnataka,Chikkamagaluru,Early Rabi,Irrigated,NAH-2049; P2809W; CO 6; Him 123
Karnataka,Chikkamagaluru,Early Rabi,Rainfed,CO 6; CT 1188
Karnataka,Chikkamagaluru,Early Rabi,Limited Irrigation,NAH-2049; Aadarsh 3636; DMRH-1305
Karnataka,Chikkamagaluru,Main Rabi,Irrigated,Deccan Hybrid; Kaushal 3339; DMRH-1308; HQPM-4
Karnataka,Chikkamagaluru,Main Rabi,Rainfed,MM 9344; Jawahar
Karnataka,Chikkamagaluru,Main Rabi,Limited Irrigation,CO 6; Early Composite
Karnataka,Chikkamagaluru,Late Rabi,Irrigated,CO 6; Raakhi 1899; HQPM-7
Karnataka,Chikkamagaluru,Late Rabi,Rainfed,NAH-2049; Kaushal 3339; Diyara Composite; Sartaj
Karnataka,Chikkamagaluru,Late Rabi,Limited Irrigation,CO 6; Kaushal 3339; Him 123
Madhya Pradesh,Indore,Kharif,Irrigated,NMH-731; Bisco 855; DMRH-1308; Amber
Madhya Pradesh,Indore,Kharif,Rainfed,DMRH-1308; CO 6; Amber; CT 1188
Madhya Pradesh,Indore,Kharif,Limited Irrigation,CT 1188; DMRH-1301; Him 123; VL Popcorn
Madhya Pradesh,Indore,Rabi,Irrigated,Malwa King; DMRH-1308; DMRH-1308; Hi-Starch
Madhya Pradesh,Indore,Rabi,Rainfed,CT 1188; Kaushal 3339
Madhya Pradesh,Indore,Rabi,Limited Irrigation,NMH-731; Kaushal 3339; Malwa King
Madhya Pradesh,Indore,Summer,Irrigated,NMH-731; Sugar 75; P2848W; Him 129
Madhya Pradesh,Indore,Summer,Rainfed,Malwa King; Sugar 75; Amber; Shaktiman-3
Madhya Pradesh,Indore,Summer,Limited Irrigation,DMRH-1308; Sugar 75
Madhya Pradesh,Indore,Early Kharif,Irrigated,NMH-731; DHM 115; P2848W
Madhya Pradesh,Indore,Early Kharif,Rainfed,CT 1188; Prakash; Diyara Composite; BPCH 6
Madhya Pradesh,Indore,Early Kharif,Limited Irrigation,NMH-731; Pusa Extra Early Hybrid Makka-5
Madhya Pradesh,Indore,Main Kharif,Irrigated,NMH-731; NMH-803; CO 6
Madhya Pradesh,Indore,Main Kharif,Rainfed,DMRH-1308; MM 9344; Vijay
Madhya Pradesh,Indore,Main Kharif,Limited Irrigation,Malwa King; Pratap Makka-9; Prakash
Madhya Pradesh,Indore,Late Kharif,Irrigated,DMRH-1308; NMH-731; DMRH-1308; Agraj
Madhya Pradesh,Indore,Late Kharif,Rainfed,DMRH-1308; NMH-731
Madhya Pradesh,Indore,Late Kharif,Limited Irrigation,Malwa King; PMH-3; Him 123
Madhya Pradesh,Indore,Early Rabi,Irrigated,NMH-731; CT 1188
Madhya Pradesh,Indore,Early Rabi,Rainfed,NMH-731; P2809W
Madhya Pradesh,Indore,Early Rabi,Limited Irrigation,DMRH-1308; CT 1188; Him 123; Him 123
Madhya Pradesh,Indore,Main Rabi,Irrigated,DMRH-1308; MM 9344; CO 6; Bisco X 5129
Madhya Pradesh,Indore,Main Rabi,Rainfed,DMRH-1308; PEH-1
Madhya Pradesh,Indore,Main Rabi,Limited Irrigation,NMH-731; J-1006; Malwa King
Madhya Pradesh,Indore,Late Rabi,Irrigated,DMRH-1308; Kaushal 3339
Madhya Pradesh,Indore,Late Rabi,Rainfed,CT 1188; Kaushal 3339; Diyara Composite
Madhya Pradesh,Indore,Late Rabi,Limited Irrigation,CT 1188; Raakhi 1899
Madhya Pradesh,Bhopal,Kharif,Irrigated,CT 1188; Bisco 855
Madhya Pradesh,Bhopal,Kharif,Rainfed,DMRH-1308; Bisco 855; Aadarsh 3636
Madhya Pradesh,Bhopal,Kharif,Limited Irrigation,NMH-731; MM 9344; DMRH-1305; Early Composite
Madhya Pradesh,Bhopal,Rabi,Irrigated,DMRH-1308; Kaushal 3339; DMRH-1308
Madhya Pradesh,Bhopal,Rabi,Rainfed,DMRH-1308; Kaushal 3339
Madhya Pradesh,Bhopal,Rabi,Limited Irrigation,Malwa King; Kaushal 3339
Madhya Pradesh,Bhopal,Summer,Irrigated,Malwa King; P2848W
Madhya Pradesh,Bhopal,Summer,Rainfed,CT 1188; Hi-Starch; Vijay
Madhya Pradesh,Bhopal,Summer,Limited Irrigation,DMRH-1308; P2848W; DMRH-1305; VL Baby corn 1
Madhya Pradesh,Bhopal,Early Kharif,Irrigated,Malwa King; Early Composite; P2848W; Sartaj
Madhya Pradesh,Bhopal,Early Kharif,Rainfed,DMRH-1308; Early Composite; Amber
Madhya Pradesh,Bhopal,Early Kharif,Limited Irrigation,NMH-731; Pusa Extra Early Hybrid Makka-5; Prakash
Madhya Pradesh,Bhopal,Main Kharif,Irrigated,NMH-731; Vikram; HQPM-7; COH(M) 8
Madhya Pradesh,Bhopal,Main Kharif,Rainfed,NMH-731; KMH-218 Plus
Madhya Pradesh,Bhopal,Main Kharif,Limited Irrigation,DMRH-1308; Him 123; Prakash; Pearl Popcorn
Madhya Pradesh,Bhopal,Late Kharif,Irrigated,Malwa King; Late varieties
Madhya Pradesh,Bhopal,Late Kharif,Rainfed,NMH-731; PMH-3; Aadarsh 3636; P2809W
Madhya Pradesh,Bhopal,Late Kharif,Limited Irrigation,CT 1188; NMH-731
Madhya Pradesh,Bhopal,Early Rabi,Irrigated,Malwa King; Aadarsh 3636
Madhya Pradesh,Bhopal,Early Rabi,Rainfed,DMRH-1308; Aadarsh 3636; Amber
Madhya Pradesh,Bhopal,Early Rabi,Limited Irrigation,DMRH-1308; CT 1188; DMRH-1305; Bright Gene
Madhya Pradesh,Bhopal,Main Rabi,Irrigated,CT 1188; Bisco 555
Madhya Pradesh,Bhopal,Main Rabi,Rainfed,CT 1188; Ganga-5; Diyara Composite
Madhya Pradesh,Bhopal,Main Rabi,Limited Irrigation,NMH-731; Hi-Starch; DMRH-1305
